# wavelegth, radience
1.430999999999999936e-06 3.067876991309144043e+12
1.441000000000000052e-06 3.011070788402918945e+12
1.450999999999999957e-06 2.955473496756452637e+12
1.461000000000000073e-06 2.901058260484684570e+12
1.470999999999999977e-06 2.847798731220302734e+12
1.481000000000000093e-06 2.795669068553894531e+12
1.490999999999999997e-06 2.744643939422208496e+12
1.500999999999999901e-06 2.694698516549509277e+12
1.511000000000000017e-06 2.645808476038594727e+12
1.520999999999999922e-06 2.597949994200296875e+12
1.531000000000000038e-06 2.551099743703050781e+12
1.540999999999999942e-06 2.505234889117500977e+12
1.551000000000000058e-06 2.460333081924934570e+12
1.560999999999999962e-06 2.416372455052671387e+12
1.571000000000000078e-06 2.373331616994211914e+12
1.580999999999999982e-06 2.331189645567178711e+12
1.591000000000000098e-06 2.289926081357515137e+12
1.601000000000000003e-06 2.249520920894292969e+12
1.610999999999999907e-06 2.209954609595631348e+12
1.621000000000000023e-06 2.171208034522733887e+12
1.630999999999999927e-06 2.133262516975725342e+12
1.641000000000000043e-06 2.096099804962001953e+12
1.650999999999999948e-06 2.059702065565042969e+12
1.661000000000000064e-06 2.024051877239001953e+12
1.670999999999999968e-06 1.989132222052153076e+12
1.681000000000000084e-06 1.954926477899958740e+12
1.690999999999999988e-06 1.921418410706651123e+12
1.701000000000000104e-06 1.888592166632273926e+12
1.711000000000000008e-06 1.856432264300520996e+12
1.720999999999999913e-06 1.824923587061076660e+12
1.731000000000000029e-06 1.794051375298783447e+12
1.740999999999999933e-06 1.763801218800625977e+12
1.751000000000000049e-06 1.734159049190302490e+12
1.760999999999999953e-06 1.705111132439060059e+12
1.771000000000000069e-06 1.676644061460450928e+12
1.780999999999999973e-06 1.648744748795730713e+12
1.791000000000000089e-06 1.621400419395753906e+12
1.800999999999999994e-06 1.594598603504482422e+12
1.810999999999999898e-06 1.568327129648438477e+12
1.821000000000000014e-06 1.542574117735862549e+12
1.830999999999999918e-06 1.517327972268670410e+12
1.841000000000000034e-06 1.492577375669796631e+12
1.850999999999999938e-06 1.468311281728026123e+12
1.861000000000000054e-06 1.444518909161922363e+12
1.870999999999999959e-06 1.421189735304099609e+12
1.881000000000000075e-06 1.398313489906693604e+12
1.890999999999999979e-06 1.375880149068537842e+12
1.901000000000000095e-06 1.353879929284274414e+12
1.910999999999999999e-06 1.332303281615350098e+12
1.920999999999999904e-06 1.311140885982564941e+12
1.930999999999999808e-06 1.290383645579688477e+12
1.941000000000000136e-06 1.270022681407385498e+12
1.951000000000000040e-06 1.250049326926571533e+12
1.960999999999999944e-06 1.230455122830135986e+12
1.970999999999999848e-06 1.211231811931828857e+12
1.981000000000000176e-06 1.192371334170999268e+12
1.991000000000000080e-06 1.173865821731754639e+12
2.000999999999999985e-06 1.155707594275003662e+12
2.010999999999999889e-06 1.137889154281795166e+12
2.020999999999999793e-06 1.120403182506265381e+12
2.031000000000000121e-06 1.103242533536460205e+12
2.041000000000000025e-06 1.086400231461243530e+12
2.050999999999999929e-06 1.069869465641461182e+12
2.060999999999999834e-06 1.053643586583503784e+12
2.071000000000000161e-06 1.037716101913371460e+12
2.081000000000000066e-06 1.022080672449342896e+12
2.090999999999999970e-06 1.006731108371308228e+12
2.100999999999999874e-06 9.916613654848532715e+11
2.111000000000000202e-06 9.768655415781490479e+11
2.121000000000000106e-06 9.623378728697139893e+11
2.131000000000000011e-06 9.480727305451214600e+11
2.140999999999999915e-06 9.340646173807314453e+11
2.150999999999999819e-06 9.203081644525357666e+11
2.161000000000000147e-06 9.067981279282222900e+11
2.171000000000000051e-06 8.935293859405856934e+11
2.180999999999999955e-06 8.804969355404082031e+11
2.190999999999999860e-06 8.676958897270004883e+11
2.201000000000000187e-06 8.551214745545623779e+11
2.211000000000000092e-06 8.427690263125909424e+11
2.220999999999999996e-06 8.306339887785585938e+11
2.230999999999999900e-06 8.187119105411351318e+11
2.240999999999999804e-06 8.069984423922362061e+11
2.251000000000000132e-06 7.954893347862225342e+11
2.261000000000000036e-06 7.841804353645969238e+11
2.270999999999999941e-06 7.730676865445728760e+11
2.280999999999999845e-06 7.621471231699342041e+11
2.291000000000000173e-06 7.514148702226165771e+11
2.301000000000000077e-06 7.408671405934858398e+11
2.310999999999999981e-06 7.305002329108090820e+11
2.320999999999999885e-06 7.203105294249611816e+11
2.330999999999999790e-06 7.102944939479217529e+11
2.341000000000000117e-06 7.004486698461586914e+11
2.351000000000000022e-06 6.907696780855308838e+11
2.360999999999999926e-06 6.812542153268513184e+11
2.370999999999999830e-06 6.718990520708182373e+11
2.381000000000000158e-06 6.627010308510097656e+11
2.391000000000000062e-06 6.536570644737061768e+11
2.400999999999999967e-06 6.447641343033010254e+11
2.410999999999999871e-06 6.360192885921203613e+11
2.421000000000000199e-06 6.274196408534716797e+11
2.431000000000000103e-06 6.189623682767946777e+11
2.441000000000000007e-06 6.106447101837965088e+11
2.450999999999999911e-06 6.024639665244918213e+11
2.460999999999999816e-06 5.944174964120955811e+11
2.471000000000000143e-06 5.865027166957319336e+11
2.481000000000000048e-06 5.787171005699632568e+11
2.490999999999999952e-06 5.710581762201545410e+11
2.500999999999999856e-06 5.635235255027298584e+11
2.511000000000000184e-06 5.561107826593813477e+11
2.521000000000000088e-06 5.488176330643363037e+11
2.530999999999999992e-06 5.416418120037950439e+11
2.540999999999999897e-06 5.345811034866840210e+11
2.550999999999999801e-06 5.276333390858905029e+11
2.561000000000000129e-06 5.207963968091607666e+11
2.571000000000000033e-06 5.140681999988756104e+11
2.580999999999999937e-06 5.074467162599263916e+11
2.590999999999999841e-06 5.009299564149440918e+11
2.601000000000000169e-06 4.945159734861527710e+11
2.611000000000000073e-06 4.882028617031320190e+11
2.620999999999999978e-06 4.819887555357971802e+11
2.630999999999999882e-06 4.758718287519279785e+11
2.641000000000000210e-06 4.698502934985859985e+11
2.651000000000000114e-06 4.639223994067852173e+11
2.661000000000000018e-06 4.580864327187927856e+11
2.670999999999999923e-06 4.523407154374616089e+11
2.680999999999999827e-06 4.466836044970011597e+11
2.691000000000000155e-06 4.411134909546212158e+11
2.701000000000000059e-06 4.356287992024879150e+11
2.710999999999999963e-06 4.302279861994530640e+11
2.720999999999999867e-06 4.249095407220322266e+11
2.731000000000000195e-06 4.196719826341198120e+11
2.741000000000000099e-06 4.145138621749402466e+11
2.751000000000000004e-06 4.094337592647559204e+11
2.760999999999999908e-06 4.044302828278576660e+11
2.770999999999999812e-06 3.995020701323815308e+11
2.781000000000000140e-06 3.946477861465061035e+11
2.791000000000000044e-06 3.898661229105982666e+11
2.800999999999999948e-06 3.851557989248829346e+11
2.810999999999999853e-06 3.805155585522313232e+11
2.821000000000000180e-06 3.759441714356664429e+11
2.831000000000000085e-06 3.714404319301987915e+11
2.840999999999999989e-06 3.670031585486151733e+11
2.850999999999999893e-06 3.626311934208558960e+11
2.860999999999999797e-06 3.583234017666202393e+11
2.871000000000000125e-06 3.540786713808560791e+11
2.881000000000000030e-06 3.498959121317981567e+11
2.890999999999999934e-06 3.457740554712192383e+11
2.900999999999999838e-06 3.417120539565855713e+11
2.911000000000000166e-06 3.377088807847985840e+11
2.921000000000000070e-06 3.337635293372241821e+11
2.930999999999999974e-06 3.298750127357144775e+11
2.940999999999999879e-06 3.260423634093388672e+11
2.951000000000000206e-06 3.222646326715441895e+11
2.961000000000000111e-06 3.185408903074755859e+11
2.971000000000000015e-06 3.148702241711929932e+11
2.980999999999999919e-06 3.112517397925311279e+11
2.990999999999999823e-06 3.076845599933508911e+11
