# wavelegth, radience
1.201000000000000021e-06 6.919066247670068359e+12
1.210999999999999925e-06 6.769162734268622070e+12
1.221000000000000041e-06 6.622962881262037109e+12
1.230999999999999945e-06 6.480372820622073242e+12
1.241000000000000061e-06 6.341300570866347656e+12
1.250999999999999966e-06 6.205656058744286133e+12
1.261000000000000082e-06 6.073351133409401367e+12
1.270999999999999986e-06 5.944299573891245117e+12
1.281000000000000102e-06 5.818417090606334961e+12
1.291000000000000006e-06 5.695621321580207031e+12
1.300999999999999910e-06 5.575831823990935547e+12
1.311000000000000026e-06 5.458970061588163086e+12
1.320999999999999931e-06 5.344959388490103516e+12
1.331000000000000047e-06 5.233725029813837891e+12
1.340999999999999951e-06 5.125194059551334961e+12
1.351000000000000067e-06 5.019295376064116211e+12
1.360999999999999971e-06 4.915959675533893555e+12
1.371000000000000087e-06 4.815119423673502930e+12
1.380999999999999992e-06 4.716708825972880859e+12
1.390999999999999896e-06 4.620663796727327148e+12
1.401000000000000012e-06 4.526921927070781250e+12
1.410999999999999916e-06 4.435422452213991211e+12
1.421000000000000032e-06 4.346106218066991699e+12
1.430999999999999936e-06 4.258915647406601074e+12
1.441000000000000052e-06 4.173794705732470215e+12
1.450999999999999957e-06 4.090688866939838379e+12
1.461000000000000073e-06 4.009545078922977051e+12
1.470999999999999977e-06 3.930311729210571777e+12
1.481000000000000093e-06 3.852938610722540527e+12
1.490999999999999997e-06 3.777376887727425293e+12
1.500999999999999901e-06 3.703579062069738770e+12
1.511000000000000017e-06 3.631498939728126953e+12
1.520999999999999922e-06 3.561091597757268066e+12
1.531000000000000038e-06 3.492313351659381348e+12
1.540999999999999942e-06 3.425121723224797852e+12
1.551000000000000058e-06 3.359475408875195312e+12
1.560999999999999962e-06 3.295334248537998047e+12
1.571000000000000078e-06 3.232659195075551758e+12
1.580999999999999982e-06 3.171412284288651855e+12
1.591000000000000098e-06 3.111556605510012207e+12
1.601000000000000003e-06 3.053056272799980469e+12
1.610999999999999907e-06 2.995876396753641113e+12
1.621000000000000023e-06 2.939983056925809570e+12
1.630999999999999927e-06 2.885343274877895020e+12
1.641000000000000043e-06 2.831924987848456055e+12
1.650999999999999948e-06 2.779697023047405273e+12
1.661000000000000064e-06 2.728629072571991211e+12
1.670999999999999968e-06 2.678691668941292969e+12
1.681000000000000084e-06 2.629856161244540039e+12
1.690999999999999988e-06 2.582094691897483398e+12
1.701000000000000104e-06 2.535380173999959473e+12
1.711000000000000008e-06 2.489686269286977539e+12
1.720999999999999913e-06 2.444987366664824219e+12
1.731000000000000029e-06 2.401258561323115723e+12
1.740999999999999933e-06 2.358475634413122070e+12
1.751000000000000049e-06 2.316615033282228027e+12
1.760999999999999953e-06 2.275653852254080078e+12
1.771000000000000069e-06 2.235569813943563477e+12
1.780999999999999973e-06 2.196341251095624512e+12
1.791000000000000089e-06 2.157947088936660645e+12
1.800999999999999994e-06 2.120366828027180908e+12
1.810999999999999898e-06 2.083580527604249268e+12
1.821000000000000014e-06 2.047568789402271484e+12
1.830999999999999918e-06 2.012312741940622070e+12
1.841000000000000034e-06 1.977794025266668213e+12
1.850999999999999938e-06 1.943994776142789795e+12
1.861000000000000054e-06 1.910897613666073975e+12
1.870999999999999959e-06 1.878485625309483887e+12
1.881000000000000075e-06 1.846742353373415039e+12
1.890999999999999979e-06 1.815651781836677246e+12
1.901000000000000095e-06 1.785198323596129150e+12
1.910999999999999999e-06 1.755366808084340576e+12
1.920999999999999904e-06 1.726142469254824951e+12
1.930999999999999808e-06 1.697510933924603271e+12
1.941000000000000136e-06 1.669458210464019531e+12
1.951000000000000040e-06 1.641970677823958984e+12
1.960999999999999944e-06 1.615035074890802734e+12
1.970999999999999848e-06 1.588638490159676025e+12
1.981000000000000176e-06 1.562768351716750977e+12
1.991000000000000080e-06 1.537412417521582275e+12
2.000999999999999985e-06 1.512558765980654053e+12
2.010999999999999889e-06 1.488195786803559814e+12
2.020999999999999793e-06 1.464312172133419189e+12
2.031000000000000121e-06 1.440896907943361328e+12
2.041000000000000025e-06 1.417939265691128174e+12
2.050999999999999929e-06 1.395428794224023682e+12
2.060999999999999834e-06 1.373355311926695068e+12
2.071000000000000161e-06 1.351708899104380127e+12
2.081000000000000066e-06 1.330479890594505615e+12
2.090999999999999970e-06 1.309658868599670898e+12
2.100999999999999874e-06 1.289236655735299316e+12
2.111000000000000202e-06 1.269204308285387939e+12
2.121000000000000106e-06 1.249553109659990967e+12
2.131000000000000011e-06 1.230274564048255615e+12
2.140999999999999915e-06 1.211360390261016113e+12
2.150999999999999819e-06 1.192802515757105957e+12
2.161000000000000147e-06 1.174593070847750977e+12
2.171000000000000051e-06 1.156724383073546875e+12
2.180999999999999955e-06 1.139188971748695801e+12
2.190999999999999860e-06 1.121979542667361572e+12
2.201000000000000187e-06 1.105088982967114014e+12
2.211000000000000092e-06 1.088510356144626831e+12
2.220999999999999996e-06 1.072236897218915161e+12
2.230999999999999900e-06 1.056262008037556274e+12
2.240999999999999804e-06 1.040579252721471313e+12
2.251000000000000132e-06 1.025182353243986328e+12
2.261000000000000036e-06 1.010065185140022583e+12
2.270999999999999941e-06 9.952217733413813477e+11
2.280999999999999845e-06 9.806462881342486572e+11
2.291000000000000173e-06 9.663330412351271973e+11
2.301000000000000077e-06 9.522764819815400391e+11
2.310999999999999981e-06 9.384711936339710693e+11
2.320999999999999885e-06 9.249118897856047363e+11
2.330999999999999790e-06 9.115934108765430908e+11
2.341000000000000117e-06 8.985107208092823486e+11
2.351000000000000022e-06 8.856589036623323975e+11
2.360999999999999926e-06 8.730331604989537354e+11
2.370999999999999830e-06 8.606288062681003418e+11
2.381000000000000158e-06 8.484412667947285156e+11
2.391000000000000062e-06 8.364660758567336426e+11
2.400999999999999967e-06 8.246988723458576660e+11
2.410999999999999871e-06 8.131353975100046387e+11
2.421000000000000199e-06 8.017714922744650879e+11
2.431000000000000103e-06 7.906030946396500244e+11
2.441000000000000007e-06 7.796262371529934082e+11
2.450999999999999911e-06 7.688370444527650146e+11
2.460999999999999816e-06 7.582317308816132812e+11
2.471000000000000143e-06 7.478065981677086182e+11
2.481000000000000048e-06 7.375580331714486084e+11
2.490999999999999952e-06 7.274825056957241211e+11
2.500999999999999856e-06 7.175765663578432617e+11
2.511000000000000184e-06 7.078368445212287598e+11
2.521000000000000088e-06 6.982600462851069336e+11
2.530999999999999992e-06 6.888429525304257812e+11
2.540999999999999897e-06 6.795824170203206787e+11
2.550999999999999801e-06 6.704753645534892578e+11
2.561000000000000129e-06 6.615187891688878174e+11
2.571000000000000033e-06 6.527097524002142334e+11
2.580999999999999937e-06 6.440453815786929932e+11
2.590999999999999841e-06 6.355228681827177734e+11
2.601000000000000169e-06 6.271394662329628906e+11
2.611000000000000073e-06 6.188924907316080322e+11
2.620999999999999978e-06 6.107793161443673096e+11
2.630999999999999882e-06 6.027973749240596924e+11
2.641000000000000210e-06 5.949441560744918213e+11
2.651000000000000114e-06 5.872172037534599609e+11
2.661000000000000018e-06 5.796141159137252197e+11
2.670999999999999923e-06 5.721325429808422852e+11
2.680999999999999827e-06 5.647701865667613525e+11
2.691000000000000155e-06 5.575247982181574707e+11
2.701000000000000059e-06 5.503941781984719238e+11
2.710999999999999963e-06 5.433761743026784668e+11
2.720999999999999867e-06 5.364686807038287354e+11
2.731000000000000195e-06 5.296696368304502563e+11
2.741000000000000099e-06 5.229770262738994141e+11
2.751000000000000004e-06 5.163888757248082275e+11
2.760999999999999908e-06 5.099032539377815552e+11
2.770999999999999812e-06 5.035182707235295410e+11
2.781000000000000140e-06 4.972320759676503296e+11
2.791000000000000044e-06 4.910428586752934570e+11
2.800999999999999948e-06 4.849488460409639282e+11
2.810999999999999853e-06 4.789483025427503662e+11
2.821000000000000180e-06 4.730395290602789917e+11
2.831000000000000085e-06 4.672208620157159424e+11
2.840999999999999989e-06 4.614906725371652832e+11
2.850999999999999893e-06 4.558473656438300171e+11
2.860999999999999797e-06 4.502893794523130493e+11
2.871000000000000125e-06 4.448151844034702148e+11
2.881000000000000030e-06 4.394232825092293701e+11
2.890999999999999934e-06 4.341122066188167114e+11
2.900999999999999838e-06 4.288805197038469238e+11
2.911000000000000166e-06 4.237268141617478027e+11
2.921000000000000070e-06 4.186497111370061035e+11
2.930999999999999974e-06 4.136478598597396240e+11
2.940999999999999879e-06 4.087199370011128540e+11
2.951000000000000206e-06 4.038646460451276245e+11
2.961000000000000111e-06 3.990807166763384399e+11
2.971000000000000015e-06 3.943669041830468750e+11
2.980999999999999919e-06 3.897219888755523682e+11
2.990999999999999823e-06 3.851447755190447998e+11
